company,date,desc,education,job_name,money
达科电子,2020-06-17,"公司简介

				美国达科公司成立于1968年，是纳斯达科上市公司，是世界大型led显示产业的的领导者。公司设计、制造、销售和服务多种多样的led显示产品，以体育、商业、和运输三个主要市场为主。体育市场的客户中包括中学校、学院和大学，专业队伍和设施，体育联盟，和国际项目以及组织委员会。商业客户包括金融机构，宾馆酒店，赌场，广告公司，购物中心，便利店和其他零售商。运输业的应用包括州和城市的交通运输部门、高速公路、机场、铁路等其它运输机构的显示系统。        达科由美国南达科他州立大学的两位教授aelred kurtenbach博士和duane sander先生于1968年创建，公司目前在全球已拥有3000多名全职及兼职的员工。是目前世界上专业生产led显示屏幕最大的生产企业，2006年度年销售额为三亿多美元。作为一个制造商和技术的领导者，达科将市场定位于最专业的显示产品和个性化的显示系统。达科的工程能力在世界同行业中首屈一指。相信在今后为了满足产品本身和市场不断变化的需求，达科将不断完善，确保始终为客户提供顶级的led显示解决方案。       在过去的5年里，达科已取得年度综合销售17%的增长以及年度每股收益增长了30%。自1968年成立以来，美国达科公司逐渐成为世界一流的电子显示系统的设计和制造商。这一成就归功于一直贯彻至今的公司理念，以及由此理念而渗透发散到达科从设计到生产、研发到服务的方方面面。这一理念就是：深入了解客户需求，通过研发提高产品档次，通过服务让客户满意.达科公司已被美国权威咨询机构—斯坦福信息咨询公司（stanford resources）评为全世界最杰出的led视频、图文和动画显示系统供应商。       达科电子（上海）有限公司作为美国达科全资子公司成立于2005年10月，是达科在亚太区的总部和装配基地，这标志着作为全球最大的电子显示屏制造商的达科将以它丰富的工程经验、卓越的产品质量和先进的科技服务于中国及亚太市场的客户。       达科坚持只用世界上最好的发光二极管生产电子显示屏，最大程度地保证了显示屏的质量和寿命。达科的显示屏和控制系统组件是按最高规格进行设计和生产的，用以组成一个集成的、兼容的，并且界面友好的系统。作为整个led显示系统的整体解决方案供应商，达科就是您最好的选择。",本科,Product Manager Intern,￥130/天
拉法耶特百货(上海)有限公司,2020-06-17,"公司简介

				英格玛人力资源集团成立于2002年，是中国领先的人力资源外包服务机构;集团致力于成为中国人力资本经营服务专家，让人力资本实现最大价值，从而推动社会发展，并让我们的世界变得更加美好。 集团主营业务包括:人事外包、制造承包、金融服务外包、招聘流程外包、中高级人才搜寻、大学生职业能力提升、人力资源战略咨询等多个专业人力资源外包服务领域。集团旗下现拥有18家分支机构，管理团队250多人，外派雇员27000多人，年培训及供应人才能力超过5万人，集团成立以来，累计培训及安置就业的员工超过80万人。",本科,人事专员/招聘专员,￥8000/月
FA 外企德科,2020-06-17,"公司简介

				FESCOAdecco（外企德科）是中国人力资源服务行业最具竞争力和品牌价值的FESCO与全球人力资源服务行业领航者Adecco成立的一家中外合资人力资源服务企业，为企业及个人提供业务外包、人事服务、招聘猎头和员工福利等相关人力资源解决方案。",本科,猎头顾问助理,￥100/天
engma,2020-06-17,"公司简介

				英格玛人力资源集团成立于2002年，是中国领先的人力资源外包服务机构;集团致力于成为中国人力资本经营服务专家，让人力资本实现最大价值，从而推动社会发展，并让我们的世界变得更加美好。 集团主营业务包括:人事外包、制造承包、金融服务外包、招聘流程外包、中高级人才搜寻、大学生职业能力提升、人力资源战略咨询等多个专业人力资源外包服务领域。集团旗下现拥有18家分支机构，管理团队250多人，外派雇员27000多人，年培训及供应人才能力超过5万人，集团成立以来，累计培训及安置就业的员工超过80万人。",大专,财务实习生,￥100/天
FA 外企德科,2020-06-17,"公司简介

				弗珞唯复古婚戒定制，2011年2月创立，迄今为无数新人带去独一无二的原创钻戒，我们期待更多对爱充满希望的新同事加入到我们温暖的团队中来，让我们为爱的事业，生生不息，增光添彩。",本科,猎头顾问助理,￥100/天
拉法耶特百货(上海)有限公司,2020-06-17,招聘岗位：理财规划师（实习生、兼职亦可）岗位性质：全职或兼职工作内容：1、接受公司一系列相关培训，深度学习金融、保险、投资理财知识2、开发拓展客户资源，为客户制定资产配置方案3、对接公司客户，解答公司客户投资咨询类问题并提供投资建议4、收集市场信息，了解投资者需求，参与营销策划活动并负责执行5、领导交代的其他事宜职位要求：1、学历不限，有无经验均可2、有良好的协调沟通能力3、热爱金融行业，愿意在金融行业长期发展4、有上进心、责任心，富有团队精神薪资待遇：综合薪资3000+，根据业绩提成，无上限，早九晚五，周末双休，可远程办公（兼职副业），国家法定节假日，各种团建活动，不定期国内外旅游,本科,人事专员/招聘专员,￥8000/月
engma,2020-06-17,"任职要求：

1、计算机、软件工程、通信等相关专业大专及以上学历；

2、进行测试用例设计与编写，测试报告编写；

3、根据分配的任务进行软件功能测试、集成测试等；

4、了解自动化测试，可以使用自动化测试工具。

5、善于学习、总结，自我驱动能力强，能快速适应工作节奏，并能承担一定压力。

福利待遇：

1、丰富多彩的集体活动（员工旅游，节日聚会，生日趴，年会等等。）

2、入职购买五险一金、周末双休、员工旅游、员工体检、带薪年假。",大专,财务实习生,￥100/天
FA 外企德科,2020-06-17,"公司简介

				成都数联寻英科技有限公司隶属于数之联科技集团，是国内领先的大数据解决方案提供商，专注于为企业建立行业高端人才储备，提高企业在招聘和绩效管理中的效率和质量。该团队拥有12年从事数据挖掘和大数据应用的丰富经验,拥有300多篇相关论文研究,10余个自主专利,技术能力全面,在机器学习,集成学习,推荐系统,缺失信息预测和趋势预测,分布式深度爬虫技术,超大规模社会网络分析等方面均有很强的技术能力。数联寻英主要客户有腾讯、阿里巴巴等互联网公司，为其提供人才战略储备优化方案。成都数联文化传播有限公司是成都数之联集团旗下的子公司，公司专注于翻译服务，并于2014年获得第九届国家图书馆文津图书奖。经过不断的努力，公司翻译出版了《大数据时代》、《大数据云图》、《数据新常态》等一系列广受读者喜爱的图书。公司官网：www.slfanyi.com，地址：成都市高新西区合作路89号龙湖时代天街19栋。联系电话：028-87957581。",本科,猎头顾问助理,￥100/天
华盈生物,2020-06-17,"公司简介

				瓦克共有员工16,700人，遍布全球五大洲，在2012年，集团的销售额约达44.8亿欧元。瓦克公司总部位于德国慕尼黑，在全球拥有24家生产基地和超过100家销售代表处。瓦克化学在中国的许多关键工业领域都非常著名。从历史悠久的西安钟楼到现代化的北京鸟巢，从地铁车辆到防皱霜，我们的产品和解决方案从各个方面改善这中国人的日常生活。  瓦克化学致力于创造符合未来发展趋势的解决方案，我们的员工在这里可以学到很多前沿的技术，同时，Wacker也是一个具有高度责任感的公司，有着近百年的发展历史，非常重视合法合规，强调企业社会责任，追求发展的稳定性和可持续性，使得员工得到长远的工作和发展保障，瓦克化学将员工视为家庭成员，尽力为其创造良好的企业文化和职业成长空间，并利用全球视野的优势，让员工在宽广的国际化舞台上得到成长和锻炼。",本科,技术服务推广专员,￥80/天
FA 外企德科,2020-06-17,"公司简介

				成都辛巴文化创建于2009年，是一家以期刊整体运作为主营业务的平面媒体运营商，凭借多元化运营网络，在期刊运营、图书出版等方面开创了学术出版领域的全媒介运作模式，外延学术会议、创意设计于一体的产业链运营。  2009年至2016年7月，我们以专人专刊团队的形式进行团队的快速组建和复制，   2016年在国家积极推动整合各地杂志社组建期刊出版集团的政策鼓励下，为响应政策号召、实现团队下一步的战略发展规划，我们于16年8月正式更名为成都辛巴文化传播有限公司 。   历年来，辛巴文化先后参与了数百种期刊、图书的选题策划、编辑出版、广告运营等相关工作，先后为国内外各领域学者、教授及在读硕士、博士等科研人员提供20万余人次论文编审、图书出版及代理服务。",本科,猎头顾问助理,￥100/天
FA 外企德科,2020-06-17,公司简介,本科,猎头顾问助理,￥100/天
FA 外企德科,2020-06-17,"公司简介

				SKT思珂特教育是一家帮助青少年获得面向21世纪技能(Skill)、知识(Knowledge)并实现成才蜕变(Transformation)的创新型国际教育集团，其核心团队及顾问由中美顶尖教育专家组成。我们不仅为学员提供卓越的教育产品和成才机会，更致力于成为全球教育系统创新的推动者(Change Agent)，从而为青年一代(Next Generation)释放天赋、实现潜能、拥有绽放的人生创造理想的环境。	
	SKT思珂特教育业务覆盖K12青少年学生综合学科竞赛和合作学习体系、全球主题性研学课程体系、国际人才孵化培养体系、全球教育创新方法论实践体系和青少年人才大数据等5大板块。2016年5月，SKT思珂特教育集团还获得了天使轮战略投资，企业估值数千万元人民币。	
	我们的使命：让教育生动起来，让人的生命绽放 	我们的愿景：成为全球青少年素质教育的领导品牌 	我们的价值观： 	1.	厉行诚正 	 2.	客户中心 	3.	卓越执行 	4.	团队作战 	5.	拥抱变化 	6.	创新思维 	目前下一轮融资及发展正在高速进行中，期待富有教育理想的有识之士共同参与全球教育变革的事业，实现“让教育生动起来，让人的生命绽放”的终极使命。 	
	微信公众号：SKT思珂特教育",本科,猎头顾问助理,￥100/天
FA 外企德科,2020-06-17,"公司简介

				华润三九医药股份有限公司（简称“华润三九”）是大型国有控股医药上市公司，股票代码000999。华润三九前身为原三九企业集团1999年联合发起设立的“三九医药股份有限公司”，于2000年3月9日在深圳证券交易所挂牌上市，于2008年进入华润集团，2010年名称正式变更为“华润三九医药股份有限公司”。华润三九主要从事医药产品的研发、生产、销售及相关健康服务,总市值目前稳定保持在医药行业上市公司前列。 经过近20多年的不懈努力，华润三九多次荣获中国上市公司“金牛百强”、“价值百强”、“最受投资者尊重的百强上市公司”、“最具成长性上市公司”、“中国医药上市公司最具投资价值10强”、“深报指数绩优上市公司”等诸多荣誉；2015年11月，2015年度中国非处方药生产企业综合统计排名发布，华润三九综合排名继2013年度、2014年度之后，再次位居该排行榜榜首，实现 “三连冠”。在非处方药产品统计排名方面，999感冒灵获中成药感冒咳嗽类第一名，999皮炎平获化药皮肤外用类第二名，正天丸获中成药头痛失眠类第二 名，三九胃泰获中成药消化类第四名，骨通贴膏获中成药外用类第四名，999小儿感冒颗粒获中成药儿科类第三名，999小儿氨酚黄那敏颗粒获化药儿科类第四名。2015年，华润三九实现营业收入79亿元，实现归属于上市公司股东的净利润12.49亿元，同比增长20.59%。三九胃泰、999感冒灵、999皮炎 平、999小儿氨酚、999小儿感冒颗粒、999正天丸、999强力枇杷露、气滞胃痛颗粒、999参附注射液、999参麦注射液、华蟾素、999新泰林 （注射用五水头孢唑啉钠）、999中药配方颗粒、天和骨通贴膏等15个品种年销售额均超过亿元人民币。路漫漫其修远兮！经过多年波澜壮阔的市场剧变，华润三九人一直锐意进取，求生存于昔日，展宏图于今时。在全体员工的努力下，公司正迈步走向“中国自我诊疗市场引领者、中药处方药市场创新者”的战略高地。我们坚守“诚实守信”的核心价值观，关爱大众健康，履行社会责任，追求卓越绩效，致力于成就华润三九成为中国最具价值的医药上市公司！在前进的征程中，我们期待您的加入，与子同袍砥砺奋进，共同谱写中国中医药市场新的篇章！",本科,猎头顾问助理,￥100/天
达科电子,2020-06-17,"公司简介

				inditex，全球最大时装分销集团之一，在欧洲、美洲、亚洲和非洲88个国家拥有超过6300余家专卖店。除了最大的零售连锁zara之外，inditex还拥有pull&bear、massimo dutti、bershka、stradivarius、oysho、zara home和uterqüe。我们独特的管理经营模式立足于创新和灵活多变，时装愿景则基于创造和优质设计，再加上快速响应市场需求的能力，使我们能够在国际上迅速扩张并卓越推动了各种商业观念的发展。携手全球超过120,000名优秀员工，我们致力于为数以百万的人们点亮时尚之窗。我们热爱我们的事业，我们寻求简单的解决方案，我们愿意不断学习，而且我们坚信我们每天都在进步！现在，我们寻求志同道合的你加入。如果你热爱时尚、充满活力、乐观向上而又不畏挑战就赶快加入我们吧！第一家zara(www.zara.com)门店于1975年在西班牙拉科鲁尼亚开设，目前已拥有2000多家店遍布世界88个市场主要城市的商业中心。zara在国际上的成功清楚地表明时装文化无国界。凭借一支拥有200多名专业人士的创作团队，zara的设计过程紧跟大众口味。各店铺将信息传递给设计团队，让他们了解顾客的所想所需。各项活动（设计、生产、物流和公司自营店的销售）的垂直整合意味着，zara能够灵活而快速地适应市场变化。其模式以连续不断的产品创新为特色，特别注重店铺设计、店铺橱窗和室内装饰，并且店铺都坐落在主要购物区的***位置。zara公司总部位于拉科鲁尼亚的阿尔特依索。massimo dutti（www.massimodutti.com）成立于1985年，在1991年被inditex收购。今天，它在65个市场拥有超过673家的店铺。massimo dutti为***、***和儿童提供高质量的国际时装，系列包括优雅知性的都市时装和休闲便装等各类型服装。massimo dutti的总部位于巴塞罗那的托耳德拉。pull&bear（www.pullandbeasr.com）是由inditex集团在1991年创立的品牌。品牌自创建伊始，便致力于满足年轻人的时尚需求，以引领便装、休闲装的潮流而闻名。pull&bear期望向顾客提供更多超出服饰销售的服务。因此除了服装、饰品和化妆品之外，连锁店还在店铺中开辟一个以复古潮流为主题的特殊空间，为年轻人提供他们所",本科,Product Manager Intern,￥130/天
FA 外企德科,2020-06-17,公司简介,本科,猎头顾问助理,￥100/天
FA 外企德科,2020-06-17,"公司简介

				金蝶国际软件集团有限公司是亚太地区领先的企业管理软件及电子商务应用解决方案供应商，是全球软件市场中成长最快的独立软件厂商之一，是中国软件产业的领导厂商。金蝶开发及销售企业管理及电子商务应用软件和为企业或政府构筑电子商务或电子政务平台的中间件软件。同时，金蝶向全球范围内的顾客提供与软件产品相关的管理咨询、实施与技术服务。金蝶独特的“快速配置，快速实施，快速应用，快速见效”的个性化产品与服务定位，能够帮助顾客从容面对动态不确定商业环境带来的挑战，实现业务流程与IT技术的完美结合，有效管理变革，确保组织快速持续和健康成长。　　金蝶国际软件集团有限公司总部位于中国深圳，始创于1993年8月，于2005年7月20日在香港联合交易所主板成功上市，股份代号为268。金蝶集团附属公司有专注于中国大陆市场的金蝶软件（中国）有限公司、专注于除中国大陆以外的亚太地区市场的金蝶国际软件集团（香港）有限公司，以及专注于中间件业务的深圳金蝶中间件有限公司等。 　　金蝶国际软件集团有限公司是中国首家获得ISO9001国际质量体系认证的企业应用软件供应商，在中国深圳、上海和北京设有研发中心。金蝶在中国大陆拥有39家以营销与服务为主的分支机构和1000余家咨询、技术、实施服务、分销等合作伙伴。金蝶营销、服务及伙伴网络在中国大陆分为华南、华东、华北、华中、东北、西南、西北七大区域，遍及221个城市和地区；目前本集团拥有员工3200人，客户遍及亚太地区，包括中国大陆、香港、台湾、新加坡、马来西亚、印度尼西亚、泰国等国家和地区，总客户数量超过40万家。图片　　金蝶国际软件集团有限公司是中国第一个WINDOWS版财务软件及小企业管理软件--金蝶KIS、第一个纯JAVA中间件软件—金蝶Apusic和金蝶BOS、第一个基于互联网平台的三层结构的ERP系统—金蝶K/3的缔造者，其中金蝶KIS和K/3是中国中小型企业市场中占有率最高的企业管理软件。2003年3月，金蝶正式对外发布了第三代产品—金蝶EAS (KINGDEE ENTERPRISE APPLICATION SUITE)。金蝶EAS构建于金蝶自主研发的商业操作系统—金蝶BOS之上，面向中大型企业，采用最新的ERPⅡ管理思想和一体化设计，有超过50个应用模块高度集成，涵盖企业内部资源管理、供应链管理、客户关系管理、知识管理、商业智能等，并能实现企业",本科,猎头顾问助理,￥100/天
FA 外企德科,2020-06-17,"公司简介

				秦汉胡同文化品牌2002年启动。秦汉胡同国学深耕泛国艺、大国文领域15年，是目前全球最具影响力的国学文化教育公司。公司本着弘扬经典、传播人文智慧的宗旨，依托极致艺术境教与文化浸泡，凭借彰显专业、创造力、优雅的教师与服务团队，围绕国艺教育、国文教育、国学游学三个模块提供产品和服务。将公司所倡导的艺术气质、文艺精神、学术抱负，通过中国式书斋文化体验，传递给全世界少年儿童与成人，让经典人文极致奢华，让世界柔软。迄今，秦汉胡同的国艺教育、国文教育、国学游学每年惠及全球数十万人，且持续爆发式增长。秦汉胡同的使命：让每个人活出高贵和高华。秦汉胡同座右铭：吾以外皆吾师，倾此生为斯事。秦汉胡同的家企文化：一家人，一条心，一辈子。秦汉胡同的愿景：让诗意照耀阳光，让文字与诗充盈人们的内心。秦汉胡同的核心竞争力：“艺术气质”腹有芝兰气自华；“文艺精神”诗心文胆写春秋；“学术抱负”一事能狂便少年。公司目前在职员工800余人，总部位于上海，随着华南地区的业务的迅速发展，在深圳市福田区、南山区、宝安区、龙岗区皆设有分校，我们将不断创造新的高质量就业机会，与有志之士共享国学事业！如果加入我们，我们将提供完善的在职培训、优良的工作环境及优厚的薪资福利。",本科,猎头顾问助理,￥100/天
达科电子,2020-06-17,"公司简介

				大地云网是一家专注于SDN/NFV、云计算、互联网以及数字媒体技术开发等服务的创新企业，公司成立于2015年9月，在北京和上海设有研发中心，公司目标是成为中国首家全软件、全栈型、全融合型的云网一体化新架构解决方案开发和运营的行业领导者。公司现诚招各方志士，加入大地云网SDN New Startup，在这里让我们一同聚焦一流SDN行业、与业界技术牛人为伍、参与开源社区实际产品开发、引导行业重大创新项目交付、成为业界最有影响力的开发者！欢迎您关注公司官网，了解更多公司相关信息！www.tethrnet.com",本科,Product Manager Intern,￥130/天
北京博科,2020-06-17,公司简介,硕士,考研辅导,￥200/天
北京博科,2020-06-17,"公司简介

				零点有数（原零点研究咨询集团）是源自中国的国际化数据智能服务机构，旗下包括创新数据开发中心、公共事务数据事业群、商业数据事业群、未来商习院。零点有数累积自零点调查创办以来20多年一手数据收集与处理的经验，拥有服务于国内外规模企业、初创企业与公共服务机构的多元实践，聚焦产品互联网化与服务互联网化，基于多元数据汇集与挖掘，支持经济、社会、文化与政策决策。零点有数科技（原零点集团）同时拥有一支学科配置整齐、专业人员年轻、国际与国内职员兼有、高度自觉的学习型研究队伍，现有研究人员来源于社会学、统计学、心理学、市场营销、经济学、工商管理与公共管理学、财务投资、计算机科学、法学等相关专业方向，95%以上的全职研究咨询人员具有硕士及硕士以上学历， 50%以上的研究咨询人员拥有4年以上的专业市场研究经验，30%以上的研究咨询人员具有海外学习背景，团队同仁秉持“勤奋敬业，分享成就”的企业精神，进行持续不懈的业务探索和开拓。",硕士,考研辅导,￥200/天
北京博科,2020-06-17,"公司简介

				北京海天瑞声科技有限公司（Speechocean）是一家全球性的多语言数据资源和相关科研辅助服务提供商，其服务的领域包括语音技术，网络搜索、呼叫中心和汽车语音识别、机器翻译以及其他智能技术领域，服务对象为所有涉及文本分析处理、语音和语言学习等领域的科研机构。自1998 年以来，北京海天瑞声科技有限公司已经为全球 120 余家科研机构和组织提供包括语音类（TTS 和ASR ），文本类（TXT ），机器翻译类（MT），网络搜索类、模式识别类（PR）等方面的数据资源和专业化的科研辅助服务。",硕士,考研辅导,￥200/天
上海蜗兴科技有限公司,2020-06-17,"岗位职责：

1、参与公司网站开发、维护、实施、测试；

2、负责现有网站的维护和升级；

3、负责解决开发过程中的技术问题；

4、根据开发规范与流程独立完成编码、测试及相关文档；

5、确保相关代码的有效性和正确性。",大专,java开发实习生,￥200/天
达科电子,2020-06-17,"公司简介

				空中网是中国领先的网络游戏研发商和运营商，致力于为中国及海外互联网用户提供高品质的大型在线游戏服务，同时为中国手机用户提供多元化的无线娱乐服务。  
公司于2004年在美国纳斯达克上市（NASDAQ：KZ），目前公司业务覆盖互联网游戏、手机游戏以及无线增值三大领域。",本科,Product Manager Intern,￥130/天
北京博科,2020-06-17,"公司简介

				博科技术战略合作者——德勤咨询在与博科技术2011年至今的战略合作基础上，全面更新IT人才战略计划，于2016年正式启动卓越人才校园招聘计划。德勤咨询内部，有一个专用名词“博科Intern”，博科Intern指的是那些踏实肯干、学习能力超群、成长迅速的一群人。加入该计划，您即将成为他们中的一份子！ 从2011年至今，总共500多人通过该项目成为咨询顾问，目前年薪超过30万的有40多人，20万以上年薪的150人以上，月薪超过1万的总数450人以上。几年下来，他们已经傲视同学，成为他们中的佼佼者。",硕士,考研辅导,￥200/天
达科电子,2020-06-17,"公司简介

				青桐资本是一家新兴的本土投资银行和风险投资公司，专注于互联网、消费服务、能源环保等领域中早期创业公司的投行与投资业务，公司总部位于上海，现设有北京、深圳、杭州办公室。青桐资本核心团队成员均来自国内一线投资银行机构，累计完成的交易额超过十亿美元，涉及互联网、汽车后服务、物流、金融服务、教育等多个行业。",本科,Product Manager Intern,￥130/天
